Geneid	Chr	Start	End	Strand	Length	R76	R77	R78	R79	R80	R81	R82	R83	R84	R85	R86	R87	R88	R89	R90
ycfJ	U00096.3	1167599	1168138	+	540	34	19	13	25	18	44	33	37	40	47	30	16	58	33	27
comR	U00096.3	1168200	1168832	-	633	10	12	5	11	7	12	19	14	13	17	18	14	19	31	21
bhsA	U00096.3	1169073	1169330	+	258	11	11	2	17	9	3	10	5	12	21	15	8	12	26	11
ldtC	U00096.3	1169412	1170374	-	963	54	37	16	42	60	70	64	68	84	98	67	42	41	108	45
mfd	U00096.3	1170518	1173964	-	3447	85	60	41	64	83	70	108	96	123	120	155	61	109	167	58
ycfT	U00096.3	1174092	1175165	-	1074	2	2	2	19	0	5	6	6	10	2	4	10	5	3	8
lolC	U00096.3	1175427	1176626	+	1200	16	9	8	15	12	13	14	24	19	22	32	17	35	46	15
lolD	U00096.3	1176619	1177320	+	702	9	6	4	15	12	8	25	9	13	18	18	10	26	24	17
lolE	U00096.3	1177320	1178564	+	1245	46	47	35	45	59	54	75	62	66	93	81	47	99	105	51
nagK	U00096.3	1178593	1179504	+	912	24	30	20	30	36	26	39	40	34	51	63	37	47	86	47
cobB	U00096.3	1179520	1180359	+	840	48	46	24	30	37	33	61	45	56	39	73	37	83	88	58
ycfZ	U00096.3	1180479	1181267	-	789	4	2	1	13	4	3	6	6	4	2	0	8	6	4	5
ymfA	U00096.3	1181264	1181725	-	462	3	0	1	6	3	1	2	4	8	6	4	5	7	6	4
potD	U00096.3	1181783	1182829	-	1047	93	139	144	69	102	117	94	112	102	161	114	76	281	248	144
potC	U00096.3	1182826	1183620	-	795	76	106	87	114	99	111	127	97	101	85	78	98	249	167	228
potB	U00096.3	1183617	1184444	-	828	19	20	12	20	14	13	13	16	17	21	16	15	54	32	30
potA	U00096.3	1184458	1185594	-	1137	22	37	17	20	20	36	35	37	22	67	39	24	70	75	44
pepT	U00096.3	1185844	1187070	+	1227	54	58	60	59	64	52	129	70	95	108	134	56	106	109	59
roxA	U00096.3	1187119	1188240	-	1122	113	124	94	63	120	99	124	169	145	180	184	109	216	230	120
phoQ	U00096.3	1188316	1189776	-	1461	72	71	37	50	99	33	72	85	75	109	95	63	95	145	61
phoP	U00096.3	1189776	1190447	-	672	52	47	36	48	54	35	51	49	58	83	77	41	63	99	36
purB	U00096.3	1190616	1191986	-	1371	34	41	28	24	31	36	52	40	38	64	58	34	60	70	35
hflD	U00096.3	1191990	1192631	-	642	38	52	31	30	30	49	59	32	57	68	44	39	76	94	56
mnmA	U00096.3	1192667	1193773	-	1107	76	87	39	57	67	67	90	97	114	124	96	94	148	136	77
nudJ	U00096.3	1193827	1194288	-	462	12	5	8	11	6	15	15	10	18	12	7	12	27	17	12
rluE	U00096.3	1194298	1194951	-	654	8	10	6	10	9	4	16	14	14	8	8	12	15	16	14
icd	U00096.3	1195123	1196373	+	1251	1274	1522	1189	877	1427	820	1020	1326	1082	1640	1767	823	1073	2469	513
ymfD	U00096.3	1196867	1197532	-	666	3	4	0	16	4	6	5	11	12	2	2	1	7	6	5
ymfE	U00096.3	1197533	1198237	-	705	6	9	8	19	9	5	5	10	14	10	8	13	9	12	6
lit	U00096.3	1198695	1199588	+	894	8	5	7	20	18	8	14	10	8	9	5	12	7	13	2
intE	U00096.3	1199679	1200806	-	1128	6	9	9	35	6	9	15	18	18	11	4	6	8	14	11
xisE	U00096.3	1200787	1201032	-	246	0	0	1	4	0	3	3	3	2	1	3	1	2	2	2
ymfH	U00096.3	1201069	1201380	-	312	1	2	1	5	0	0	8	3	2	1	3	5	3	4	2
ymfI	U00096.3	1201497	1201838	+	342	13	9	5	17	11	12	9	13	15	16	17	8	7	13	6
ymfJ	U00096.3	1201776	1202084	-	309	12	4	1	11	7	10	4	9	14	9	13	9	2	5	4
ymfK	U00096.3	1202259	1202933	-	675	10	20	13	24	10	14	23	16	13	34	27	19	22	45	14
ymfT	U00096.3	1203024	1203224	+	201	1	1	2	6	1	1	0	2	1	1	2	3	1	1	1
ymfL	U00096.3	1203268	1203825	+	558	2	0	1	3	0	1	2	1	3	4	1	4	1	1	4
ymfM	U00096.3	1203822	1204160	+	339	1	0	3	3	1	3	2	3	0	4	0	4	1	2	4
ymfN	U00096.3	1204170	1205537	+	1368	3	8	5	8	1	14	5	7	10	4	4	11	4	7	6
ymfR	U00096.3	1205549	1205731	+	183	0	2	1	5	0	1	0	3	0	2	0	0	2	0	1
beeE	U00096.3	1205731	1206204	+	474	0	1	2	6	0	3	3	3	1	1	1	2	3	1	3
ymfQ	U00096.3	1206913	1207497	+	585	1	3	2	4	2	2	5	4	2	2	1	5	3	0	5
ycfK	U00096.3	1207501	1208130	+	630	3	2	3	10	3	2	3	2	5	1	2	7	2	2	4
tfaP	U00096.3	1208132	1208545	+	414	1	1	1	14	1	0	4	1	5	0	1	2	2	1	2
tfaE	U00096.3	1208517	1209119	-	603	1	0	3	12	0	3	6	3	5	1	2	3	1	1	5
pinE	U00096.3	1209685	1210239	+	555	0	0	2	10	1	1	1	0	2	2	0	1	3	0	4
mcrA	U00096.3	1210346	1211179	+	834	11	3	6	7	5	3	12	10	9	11	10	5	6	12	6
iraM	U00096.3	1211680	1212003	-	324	1	2	2	6	0	1	4	3	4	3	2	4	2	2	3
ymgK	U00096.3	1212260	1212304	-	45	0	0	0	5	0	0	0	1	0	1	0	0	1	0	0
ymgL	U00096.3	1212540	1212650	-	111	0	1	0	2	0	0	0	1	1	0	0	3	2	0	0
ycgX	U00096.3	1212703	1213107	-	405	1	2	0	9	0	5	1	2	4	2	4	6	6	4	3
bluR	U00096.3	1213328	1214059	-	732	36	49	35	45	38	19	22	37	32	52	24	19	34	61	23
bluF	U00096.3	1214264	1215475	-	1212	59	30	35	61	77	57	92	74	87	69	75	62	83	100	72
ycgZ	U00096.3	1215789	1216025	+	237	49	121	79	37	14	9	5	10	6	17	10	3	6	10	2
ymgA	U00096.3	1216068	1216340	+	273	56	176	130	59	19	17	5	9	10	21	7	5	3	6	6
ariR	U00096.3	1216369	1216635	+	267	8	34	21	16	2	3	0	3	1	10	0	3	0	3	2
ymgC	U00096.3	1216748	1216996	+	249	5	18	16	3	2	0	3	2	0	0	3	3	3	0	1
pdeG	U00096.3	1217328	1218851	+	1524	1	2	3	20	3	3	9	2	3	8	1	8	2	4	4
ymgF	U00096.3	1218983	1219201	+	219	0	0	0	5	0	1	1	3	1	0	0	2	1	0	2
ymgD	U00096.3	1222305	1222634	-	330	0	4	3	3	4	0	2	4	2	0	2	1	3	1	4
ymgG	U00096.3	1222644	1222988	-	345	2	3	0	6	4	8	8	5	4	6	2	1	4	4	2
ymgI	U00096.3	1222990	1223163	-	174	1	2	1	9	0	3	2	3	4	2	1	0	2	3	2
ymgJ	U00096.3	1223264	1223449	+	186	1	1	1	6	0	0	0	0	0	0	0	2	2	1	1
minE	U00096.3	1224279	1224545	-	267	75	85	56	65	103	58	96	86	95	121	119	69	119	191	53
minD	U00096.3	1224549	1225361	-	813	122	169	103	130	195	103	183	155	136	190	218	137	182	301	114
minC	U00096.3	1225385	1226080	-	696	148	158	91	130	156	96	175	166	151	163	205	121	124	263	129
ycgJ	U00096.3	1226600	1226968	+	369	6	12	12	31	26	9	19	26	18	21	14	14	13	18	16
pliG	U00096.3	1227071	1227472	-	402	3	5	6	18	9	3	5	3	10	4	5	4	4	5	3
ycgL	U00096.3	1227681	1228007	+	327	42	32	21	47	57	31	50	65	60	50	52	31	54	57	26
ycgM	U00096.3	1228079	1228738	+	660	71	61	38	50	56	23	58	55	53	59	63	35	56	60	38
ycgN	U00096.3	1228815	1229276	+	462	36	29	24	22	31	20	27	40	44	37	35	9	23	49	13
hlyE	U00096.3	1229483	1230394	-	912	3	3	3	8	1	0	2	3	2	2	1	0	3	1	0
umuD	U00096.3	1230767	1231186	+	420	2	0	0	7	6	2	2	3	4	4	3	6	5	3	2
umuC	U00096.3	1231186	1232454	+	1269	17	11	14	33	18	15	34	26	21	30	19	15	18	25	28
dsbB	U00096.3	1232500	1233030	-	531	7	8	10	15	16	14	12	10	18	21	20	9	24	22	14
nhaB	U00096.3	1233176	1234717	-	1542	14	14	13	26	16	11	23	22	17	33	24	22	26	33	16
fadR	U00096.3	1234938	1235657	+	720	33	35	37	45	58	46	65	58	52	54	64	39	69	90	59
ycgB	U00096.3	1235709	1237241	-	1533	265	232	131	144	267	134	99	109	122	142	217	59	103	125	77
dadA	U00096.3	1237571	1238869	+	1299	391	477	342	272	505	188	271	358	222	584	700	267	339	1057	178
dadX	U00096.3	1238879	1239949	+	1071	389	391	318	242	460	181	269	320	216	478	690	260	282	1036	159
ymgM	U00096.3	1240260	1240463	+	204	10	13	8	15	16	8	12	9	21	26	18	18	18	32	16
cvrA	U00096.3	1240335	1242071	-	1737	20	26	20	42	29	24	33	32	39	36	42	32	39	64	26
ldcA	U00096.3	1242166	1243080	-	915	17	17	7	14	14	15	24	19	18	33	24	14	24	25	9
emtA	U00096.3	1243180	1243791	+	612	9	7	5	12	14	9	8	12	14	12	17	10	9	26	14
ycgR	U00096.3	1243793	1244527	-	735	6	10	12	33	6	6	12	20	10	15	10	12	5	14	5
ymgE	U00096.3	1244728	1244982	+	255	5	2	7	18	4	1	1	2	2	2	5	3	6	5	5
ycgY	U00096.3	1245160	1245600	+	441	1	3	1	8	2	1	0	2	7	3	1	5	7	2	5
treA	U00096.3	1245679	1247376	-	1698	19	14	18	33	21	1	13	22	16	10	14	13	11	14	6
dhaM	U00096.3	1247696	1249114	-	1419	15	25	24	46	24	62	39	83	28	72	69	59	258	128	104
dhaL	U00096.3	1249125	1249757	-	633	11	17	20	19	19	40	15	61	18	55	51	37	134	92	57
dhaK	U00096.3	1249768	1250838	-	1071	21	34	29	55	39	130	61	149	28	173	128	101	405	249	152
dhaR	U00096.3	1251066	1252985	+	1920	16	19	22	37	21	19	28	20	38	26	46	17	31	43	19
ycgV	U00096.3	1253085	1255952	-	2868	7	3	13	36	12	22	21	16	19	15	17	26	19	23	14
ychF	U00096.3	1256721	1257812	-	1092	60	65	46	44	52	60	92	57	88	91	82	59	109	127	48
pth	U00096.3	1257929	1258513	-	585	14	18	10	18	8	9	15	16	12	10	25	4	11	21	12
ychH	U00096.3	1258791	1259069	+	279	255	295	287	190	292	275	252	323	202	637	394	180	617	956	279
dauA	U00096.3	1259124	1260803	-	1680	25	17	15	36	22	20	25	23	30	33	47	21	66	64	37
prs	U00096.3	1260928	1261875	-	948	383	382	265	238	330	307	464	425	450	554	573	318	659	828	388
ispE	U00096.3	1262026	1262877	-	852	187	181	99	93	149	129	177	168	176	262	233	108	276	414	132
lolB	U00096.3	1262877	1263500	-	624	27	27	24	26	38	38	45	33	61	57	56	36	63	68	32
hemA	U00096.3	1263714	1264970	+	1257	115	86	59	57	94	88	100	128	140	162	193	93	165	223	93
prfA	U00096.3	1265012	1266094	+	1083	111	97	59	73	113	126	145	149	139	211	197	113	298	300	160
prmC	U00096.3	1266094	1266927	+	834	39	43	24	41	28	46	53	52	64	62	74	49	126	93	78
ychQ	U00096.3	1266924	1267316	+	393	20	19	7	13	19	12	13	21	20	32	29	17	35	22	31
ychA	U00096.3	1267320	1268129	+	810	79	93	59	71	97	93	158	135	154	145	164	94	155	154	116
kdsA	U00096.3	1268165	1269019	+	855	145	91	67	83	109	112	170	147	167	155	192	120	191	227	140
ldrA	U00096.3	1269168	1269275	-	108	3	5	2	3	6	6	7	5	4	5	14	10	10	20	8
rdlA	U00096.3	1269323	1269389	+	67	4	6	3	5	8	2	7	10	7	3	13	5	7	15	10
ldrB	U00096.3	1269703	1269810	-	108	2	3	2	3	1	2	1	2	1	4	4	1	2	2	2
rdlB	U00096.3	1269858	1269923	+	66	2	3	2	8	2	4	1	1	2	0	0	2	3	4	6
ldrC	U00096.3	1270238	1270345	-	108	4	5	5	2	4	3	0	2	2	12	7	7	6	7	6
rdlC	U00096.3	1270393	1270460	+	68	2	1	0	4	2	1	0	1	1	2	0	1	2	1	1
chaA	U00096.3	1270749	1271849	-	1101	39	22	15	36	37	40	28	31	45	58	46	26	35	61	34
chaB	U00096.3	1272119	1272349	+	231	1	2	0	2	2	1	4	2	2	4	3	4	3	2	2
chaC	U00096.3	1272507	1273202	+	696	7	9	5	21	17	8	8	15	9	11	24	4	16	15	13
ychN	U00096.3	1273246	1273599	-	354	33	53	46	34	77	29	35	40	34	60	56	28	68	79	20
ychO	U00096.3	1273784	1275178	+	1395	17	12	17	27	19	9	14	13	22	31	20	11	19	17	27
narL	U00096.3	1275179	1275829	-	651	13	23	9	17	20	23	39	17	22	36	43	29	59	39	34
narX	U00096.3	1275822	1277618	-	1797	35	56	30	42	23	49	50	49	47	90	100	45	115	107	74
narK	U00096.3	1277957	1279348	+	1392	13	9	15	14	7	6	14	14	19	44	12	10	11	36	11
narG	U00096.3	1279864	1283607	+	3744	119	84	70	106	99	299	229	202	196	456	1227	190	602	439	199
narH	U00096.3	1283604	1285142	+	1539	66	47	22	43	44	172	147	112	84	201	757	139	353	232	116
narJ	U00096.3	1285139	1285849	+	711	24	14	12	15	28	44	34	40	24	84	236	57	121	90	34
narI	U00096.3	1285849	1286526	+	678	14	15	10	15	19	52	39	33	29	49	188	34	92	72	25
ychS	U00096.3	1286709	1286984	+	276	2	3	1	3	5	3	6	2	4	13	3	4	4	4	5
rttR	U00096.3	1287066	1287236	-	171	0	0	2	5	1	4	8	1	2	7	4	3	4	15	6
tpr	U00096.3	1287087	1287176	-	90	0	0	0	5	1	2	6	0	0	1	1	2	1	2	4
tyrV	U00096.3	1287244	1287328	-	85	3	4	3	7	1	4	11	5	7	13	6	8	14	24	5
tyrT	U00096.3	1287538	1287622	-	85	3	0	1	6	2	1	3	1	2	2	5	1	1	6	2
purU	U00096.3	1287782	1288624	-	843	61	32	31	50	68	47	62	52	73	53	64	42	48	73	45
ychJ	U00096.3	1288674	1289132	-	459	13	17	16	24	22	13	27	40	34	28	26	24	28	47	18
rssA	U00096.3	1289245	1290150	+	906	51	80	42	68	104	24	73	67	61	90	88	37	80	123	75
rssB	U00096.3	1290242	1291255	+	1014	41	37	23	37	51	34	46	38	51	53	53	30	50	66	26
galU	U00096.3	1291457	1292365	+	909	46	44	61	29	42	42	43	44	46	55	65	35	50	70	43
hns	U00096.3	1292509	1292922	-	414	242	222	197	237	304	195	271	261	220	355	260	170	312	521	211
tdk	U00096.3	1293527	1294144	+	618	14	20	13	17	15	8	9	11	8	10	10	10	15	12	9
adhE	U00096.3	1295446	1298121	-	2676	1046	844	550	637	1029	924	1491	1144	1473	1378	2014	657	1199	1681	935
ychE	U00096.3	1298598	1299245	+	648	13	18	12	24	17	15	10	18	16	20	22	16	13	24	17
insH21	U00096.3	1299531	1300547	+	1017	173	151	81	123	181	145	231	379	212	384	468	139	564	865	331
oppA	U00096.3	1301182	1302813	+	1632	7560	5730	4608	5590	8569	3958	6179	6965	6718	6980	7773	4695	4099	9327	4029
oppB	U00096.3	1302899	1303819	+	921	642	492	327	386	753	386	525	614	632	820	769	421	424	969	364
oppC	U00096.3	1303834	1304742	+	909	877	584	410	384	904	512	673	837	823	1321	1121	501	774	1547	473
oppD	U00096.3	1304754	1305767	+	1014	777	571	482	405	814	547	711	753	780	1028	979	636	979	1257	623
oppF	U00096.3	1305764	1306768	+	1005	768	613	442	487	882	591	874	808	934	1211	1103	636	956	1472	718
yciU	U00096.3	1306821	1307150	-	330	41	30	17	29	32	30	45	32	30	39	46	30	41	63	21
clsA	U00096.3	1307185	1308645	-	1461	18	17	16	32	18	15	29	21	24	39	47	26	29	38	18
yciY	U00096.3	1308788	1308961	+	174	10	8	8	12	11	17	15	17	22	9	18	11	16	24	16
kch	U00096.3	1309016	1310269	-	1254	7	10	11	28	10	17	24	27	21	21	31	20	31	38	28
yciI	U00096.3	1310569	1310865	-	297	21	12	5	16	17	14	15	18	17	22	29	8	22	27	5
tonB	U00096.3	1311089	1311808	+	720	27	28	8	21	20	23	33	25	17	28	28	13	23	46	14
yciA	U00096.3	1311848	1312246	-	399	18	15	6	19	15	10	17	29	20	24	22	12	26	39	19
yciB	U00096.3	1312351	1312890	-	540	13	19	14	18	19	26	30	19	35	30	34	21	37	35	32
yciC	U00096.3	1312920	1313663	-	744	16	18	16	25	16	21	17	35	37	58	38	23	49	46	28
ompW	U00096.3	1314020	1314658	+	639	29	49	48	26	52	37	74	48	58	51	56	27	76	122	88
yciE	U00096.3	1314718	1315224	-	507	4	2	1	10	4	2	6	9	7	9	8	6	9	8	8
yciF	U00096.3	1315270	1315770	-	501	6	5	4	11	6	0	3	0	1	1	0	6	6	3	2
yciG	U00096.3	1315856	1316035	-	180	2	0	0	2	0	1	1	3	0	1	1	1	0	0	4
trpA	U00096.3	1316416	1317222	-	807	200	46	28	55	171	25	85	58	120	96	194	25	25	167	27
trpB	U00096.3	1317222	1318415	-	1194	492	157	92	143	581	73	247	204	346	364	691	107	102	446	55
trpC	U00096.3	1318427	1319788	-	1362	315	130	49	122	344	46	201	166	282	314	557	100	80	339	41
trpD	U00096.3	1319789	1321384	-	1596	276	88	30	84	320	26	162	133	227	375	625	71	45	315	28
trpE	U00096.3	1321384	1322946	-	1563	289	94	33	115	395	12	177	145	229	299	631	76	33	345	30
trpL	U00096.3	1323038	1323082	-	45	41	9	1	15	47	2	14	29	28	24	41	5	2	36	2
yciV	U00096.3	1323220	1324101	+	882	62	58	43	33	64	47	83	61	69	78	94	45	68	106	71
yciO	U00096.3	1324098	1324718	+	621	87	82	59	71	71	63	100	89	83	73	104	75	102	110	84
yciQ	U00096.3	1324746	1326641	+	1896	43	47	37	67	51	39	70	54	61	72	55	59	68	67	61
rluB	U00096.3	1326852	1327727	+	876	67	73	62	41	80	70	54	67	65	180	114	67	269	214	136
btuR	U00096.3	1327767	1328357	-	591	39	34	27	38	39	34	54	39	36	45	50	24	41	74	36
yciK	U00096.3	1328354	1329112	-	759	14	24	7	19	23	14	29	20	30	37	39	26	33	59	25
sohB	U00096.3	1329332	1330381	+	1050	72	67	52	59	58	54	74	74	79	75	96	51	91	117	44
yciN	U00096.3	1330417	1330668	-	252	34	38	34	28	42	36	41	32	51	48	69	20	47	78	30
topA	U00096.3	1331048	1333645	+	2598	298	344	276	230	340	271	380	319	371	541	468	261	579	781	374
cysB	U00096.3	1333855	1334829	+	975	87	71	63	95	106	67	121	112	118	138	159	95	130	188	89
ymiA	U00096.3	1335124	1335288	+	165	6	4	4	10	2	5	5	7	5	9	3	1	2	12	5
yciX	U00096.3	1335291	1335458	+	168	13	8	9	9	8	10	7	10	10	15	6	5	10	20	7
ymiC	U00096.3	1335572	1335667	+	96	3	2	3	4	7	1	2	9	8	8	6	4	5	7	1
acnA	U00096.3	1335831	1338506	+	2676	778	646	624	607	880	385	738	547	699	530	896	471	498	768	522
ribA	U00096.3	1338570	1339160	-	591	44	30	48	40	51	29	57	49	49	61	89	55	75	104	45
pgpB	U00096.3	1339330	1340094	+	765	15	15	14	12	13	9	15	17	29	21	17	10	21	40	14
lapA	U00096.3	1340243	1340551	+	309	23	36	17	35	36	22	38	38	48	54	38	25	38	67	29
lapB	U00096.3	1340558	1341727	+	1170	18	18	14	28	18	26	29	28	28	45	41	28	38	61	28
pyrF	U00096.3	1341921	1342658	+	738	31	39	33	19	26	26	35	38	48	41	31	36	41	45	37
yciH	U00096.3	1342658	1342984	+	327	67	80	65	39	50	57	79	71	91	52	72	55	61	75	49
osmB	U00096.3	1343110	1343328	-	219	253	106	80	200	274	189	115	202	208	98	72	74	71	71	64
yciT	U00096.3	1343597	1344346	-	750	18	17	9	38	19	8	36	22	28	34	31	29	27	44	16
yciZ	U00096.3	1344436	1344609	-	174	9	10	5	24	10	5	19	13	18	18	17	16	14	30	14
pdeR	U00096.3	1344757	1346742	-	1986	15	15	11	34	18	13	21	22	15	27	23	19	24	24	22
ymiB	U00096.3	1346796	1346900	+	105	2	1	0	7	1	2	2	6	4	3	3	2	3	3	4
rnb	U00096.3	1346978	1348912	-	1935	68	98	67	83	111	88	130	128	144	116	143	108	225	183	164
yciW	U00096.3	1348980	1350107	-	1128	26	19	14	33	30	30	71	66	82	40	88	99	105	103	76
fabI	U00096.3	1350251	1351039	-	789	67	76	68	71	87	64	54	59	81	132	104	53	128	178	93
ycjD	U00096.3	1351407	1351760	-	354	3	4	4	10	7	5	4	7	2	6	4	4	8	10	9
sapF	U00096.3	1351828	1352634	-	807	14	7	12	23	11	14	13	16	16	21	22	19	42	33	21
sapD	U00096.3	1352636	1353628	-	993	20	31	15	32	40	25	35	37	27	26	35	24	63	47	26
sapC	U00096.3	1353628	1354518	-	891	17	8	5	27	11	8	9	14	11	8	18	15	14	24	23
sapB	U00096.3	1354505	1355470	-	966	8	14	8	18	7	9	11	15	8	9	19	14	16	22	14
sapA	U00096.3	1355467	1357110	-	1644	35	22	17	40	35	25	36	39	35	46	49	33	46	44	23
ymjA	U00096.3	1357423	1357668	-	246	2	6	5	6	3	5	6	10	7	15	14	6	13	18	5
puuP	U00096.3	1357802	1359187	-	1386	23	26	17	32	37	13	20	27	18	41	36	14	14	38	9
ymjE	U00096.3	1359177	1359341	-	165	21	10	7	16	16	3	11	10	9	8	14	5	4	21	4
puuA	U00096.3	1359490	1360908	-	1419	60	63	57	91	181	34	94	80	64	100	86	28	32	144	24
puuD	U00096.3	1361120	1361884	+	765	89	76	62	97	162	42	97	90	99	82	41	34	31	121	31
puuR	U00096.3	1361911	1362468	+	558	74	69	52	65	115	38	73	62	84	65	55	34	29	90	27
puuC	U00096.3	1362743	1364230	+	1488	49	29	36	24	52	22	33	20	26	64	25	29	14	60	14
puuB	U00096.3	1364232	1365512	+	1281	19	21	27	34	34	9	22	16	14	38	17	14	12	33	14
puuE	U00096.3	1365550	1366815	+	1266	25	22	15	24	21	6	15	10	18	28	14	18	7	44	12
pspF	U00096.3	1366935	1367912	-	978	8	12	14	31	20	10	28	17	25	17	15	21	18	18	15
pspA	U00096.3	1368079	1368747	+	669	1082	500	415	650	1046	466	836	655	774	963	786	590	857	1431	575
pspB	U00096.3	1368801	1369025	+	225	114	49	40	78	115	62	112	89	103	95	105	65	79	153	92
pspC	U00096.3	1369025	1369384	+	360	155	61	55	95	158	91	142	116	143	153	136	76	96	221	123
pspD	U00096.3	1369393	1369614	+	222	244	116	110	257	323	188	580	285	441	290	270	228	254	395	449
pspE	U00096.3	1369689	1370003	+	315	151	126	74	103	167	80	155	153	175	239	182	71	154	347	116
ycjM	U00096.3	1370216	1371895	+	1680	6	5	6	27	7	5	9	5	12	10	9	9	11	11	15
ycjN	U00096.3	1371909	1373201	+	1293	3	4	5	28	2	3	4	4	7	5	4	2	5	6	7
ycjO	U00096.3	1373222	1374103	+	882	0	0	2	12	3	8	5	8	2	4	2	6	5	1	1
ycjP	U00096.3	1374090	1374932	+	843	0	1	4	4	4	2	4	3	4	2	2	8	5	0	6
ycjQ	U00096.3	1374963	1376015	+	1053	4	5	11	21	6	6	16	12	8	8	8	11	12	9	6
ycjR	U00096.3	1376034	1376822	+	789	3	4	8	15	7	3	12	8	7	5	4	10	6	8	6
ycjS	U00096.3	1376832	1377887	+	1056	5	7	6	12	15	7	10	15	16	10	21	8	21	12	12
ycjT	U00096.3	1377884	1380151	+	2268	15	11	7	35	13	14	11	19	16	11	15	16	18	26	20
ycjU	U00096.3	1380148	1380807	+	660	1	0	0	8	2	2	3	3	0	3	1	4	0	5	3
ompG	U00096.3	1381947	1382852	+	906	4	1	2	13	2	3	13	6	6	3	1	5	2	2	12
ycjW	U00096.3	1382963	1383961	-	999	3	7	3	15	6	2	7	6	10	7	11	5	7	7	10
ycjX	U00096.3	1384117	1385514	+	1398	16	15	15	20	14	29	27	28	35	28	58	21	31	38	19
ycjF	U00096.3	1385511	1386572	+	1062	25	21	18	29	23	28	35	35	46	44	68	36	29	43	18
tyrR	U00096.3	1386720	1388261	+	1542	43	45	26	54	42	36	64	53	57	72	96	36	83	123	47
tpx	U00096.3	1388305	1388811	-	507	83	91	69	54	93	37	63	107	62	121	169	57	82	164	58
ycjG	U00096.3	1388930	1389895	+	966	66	64	50	93	98	87	142	125	110	140	227	119	167	193	106
mpaA	U00096.3	1389870	1390598	-	729	18	19	9	19	19	15	10	18	21	44	45	20	28	49	12
ymjC	U00096.3	1390680	1390862	-	183	5	4	2	11	10	4	3	5	8	4	2	4	7	14	6
ymjD	U00096.3	1390868	1390933	-	66	0	0	1	7	1	0	2	1	0	1	1	3	3	3	1
ycjY	U00096.3	1390933	1391853	-	921	2	2	2	21	11	3	11	3	4	5	3	14	4	7	8
pgrR	U00096.3	1391991	1392890	+	900	3	3	4	19	9	6	6	7	8	11	12	6	7	8	10
mppA	U00096.3	1393227	1394840	+	1614	32	36	26	24	34	17	33	36	26	36	27	26	28	56	27
ynaI	U00096.3	1394891	1395922	-	1032	7	7	3	22	6	7	6	10	10	12	6	12	5	10	6
insH-4	U00096.3	1396076	1397092	+	1017	158	144	71	119	176	133	209	365	220	374	466	150	562	852	315
ynaJ	U00096.3	1397365	1397622	+	258	49	70	40	67	83	68	82	95	92	81	86	61	90	122	38
uspE	U00096.3	1397672	1398622	-	951	359	325	217	299	350	433	678	496	603	726	1013	349	651	800	424
fnr	U00096.3	1398774	1399526	-	753	129	118	78	66	117	93	101	145	128	200	214	91	195	281	109
ogt	U00096.3	1399721	1400236	-	516	5	8	10	9	9	6	6	20	8	19	13	12	12	17	6
abgT	U00096.3	1400247	1401773	-	1527	2	3	6	16	6	6	4	9	8	7	5	15	3	8	5
abgB	U00096.3	1401810	1403255	-	1446	2	4	7	14	5	8	12	6	13	9	12	3	12	20	12
abgA	U00096.3	1403255	1404565	-	1311	1	11	3	21	5	6	6	8	10	9	6	6	15	12	8
abgR	U00096.3	1404741	1405649	+	909	28	32	19	43	38	17	34	22	29	37	21	22	32	53	14
mcaS	U00096.3	1405659	1405751	-	93	2	3	1	8	1	3	3	1	1	2	1	2	0	4	1
smrA	U00096.3	1405979	1406542	+	564	24	14	7	22	19	15	23	17	18	22	19	14	16	19	18
dgcM	U00096.3	1406563	1407795	-	1233	18	23	22	22	23	16	21	14	21	8	17	18	16	17	13
zntB	U00096.3	1408050	1409033	+	984	7	9	10	22	6	13	18	22	24	21	16	17	15	19	14
fnrS	U00096.3	1409129	1409247	+	119	5	7	8	6	5	8	6	13	9	3	11	3	16	7	8
ynaL	U00096.3	1409308	1409481	+	174	11	4	7	9	3	4	6	9	7	3	4	7	3	9	4
dbpA	U00096.3	1409511	1410884	+	1374	30	35	22	30	20	21	30	27	36	38	35	29	85	57	33
ttcA	U00096.3	1411013	1411948	-	936	28	24	26	30	23	29	22	23	27	35	33	22	65	54	38
intR	U00096.3	1412000	1413235	-	1236	26	18	16	25	21	61	55	52	42	52	68	41	118	74	72
xisR	U00096.3	1413237	1413452	-	216	3	2	1	5	1	8	10	13	5	10	13	6	21	14	7
rcbA	U00096.3	1413531	1413740	-	210	1	0	1	6	0	0	3	3	0	1	3	1	0	0	1
ralA	U00096.3	1413556	1413734	+	179	1	0	1	6	0	0	3	3	0	1	3	0	0	0	0
ralR	U00096.3	1413733	1413927	-	195	0	0	2	4	0	0	3	2	1	0	1	0	0	0	1
recT	U00096.3	1413984	1414793	-	810	6	3	4	8	3	6	8	7	5	3	3	4	9	2	2
recE	U00096.3	1414786	1417386	-	2601	8	9	7	31	15	21	21	19	15	12	11	20	21	23	15
racC	U00096.3	1417488	1417763	-	276	2	4	5	4	5	2	5	0	4	3	1	4	3	8	4
ydaE	U00096.3	1417838	1418008	-	171	0	0	0	2	0	0	0	2	1	1	2	2	1	1	1
kilR	U00096.3	1418008	1418229	-	222	0	1	1	5	0	0	0	5	1	1	1	1	3	2	0
